corpus,class,path,width,height,aspect,mean_R,mean_G,mean_B,mean_brightness,std_brightness,mean_saturation,greenness,sharpness_lapvar,dark_pixel_fraction,very_dark_fraction,background_uniformity
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (335).jpg,480,360,1.3333333333333333,0.6574289798736572,0.6663137674331665,0.6610203981399536,0.6630538702011108,0.16480927169322968,0.20783214271068573,0.007089078426361084,0.000803708448074758,0.017717633928571428,0.004045758928571429,0.949254035949707
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (112).jpg,480,360,1.3333333333333333,0.760097086429596,0.7551612257957458,0.7505697011947632,0.7561136484146118,0.13182353973388672,0.08692719042301178,-0.00017219781875610352,0.0004688589251600206,1.992984693877551e-05,0.0,0.9473644495010376
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (156).jpg,480,360,1.3333333333333333,0.6940798163414001,0.7091857194900513,0.6537907123565674,0.6983540058135986,0.15189488232135773,0.19319584965705872,0.03525042533874512,0.0003935106797143817,0.0004185267857142857,0.0,0.8328487873077393
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (234).jpg,480,360,1.3333333333333333,0.7306126952171326,0.7408272624015808,0.7450411915779114,0.7382535338401794,0.14129900932312012,0.13430753350257874,0.003000319004058838,0.00043015298433601856,0.0,0.0,0.9148147702217102
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (100).jpg,480,360,1.3333333333333333,0.7147034406661987,0.7354307174682617,0.6991243958473206,0.7250943779945374,0.17332923412322998,0.15996521711349487,0.028516769409179688,0.0005618796567432582,0.004524075255102041,0.00015943877551020407,0.9426355361938477
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (414).jpg,480,360,1.3333333333333333,0.5605713129043579,0.5912425518035889,0.5083885192871094,0.572626531124115,0.20552845299243927,0.3499316871166229,0.056762635707855225,0.0004435986920725554,0.03479751275510204,0.004145408163265306,0.7384803891181946
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (405).jpg,480,360,1.3333333333333333,0.5656856894493103,0.630119800567627,0.633611798286438,0.6112521290779114,0.188792884349823,0.32031887769699097,0.030471086502075195,0.0015968558145686984,0.06710379464285714,0.021285076530612245,0.9453048706054688
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (2).jpg,480,360,1.3333333333333333,0.7370980978012085,0.7398108839988708,0.711930513381958,0.7358213067054749,0.13464991748332977,0.1040075421333313,0.015296578407287598,0.0005365158431231976,0.00047831632653061223,1.992984693877551e-05,0.9065171480178833
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (224).jpg,480,360,1.3333333333333333,0.7027058005332947,0.711176872253418,0.7139780521392822,0.7089633345603943,0.13952670991420746,0.08537603914737701,0.002834916114807129,0.0003804784209933132,0.003547512755102041,5.978954081632653e-05,0.8474313020706177
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (175).jpg,480,360,1.3333333333333333,0.7346104383468628,0.7305119633674622,0.6912835836410522,0.7272653579711914,0.15286341309547424,0.14903861284255981,0.01756495237350464,0.001205070992000401,0.004025829081632653,0.0013352997448979591,0.8469942212104797
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (75).jpg,480,360,1.3333333333333333,0.8075251579284668,0.7906154990196228,0.7495131492614746,0.7909858226776123,0.19251662492752075,0.1386936753988266,0.0120963454246521,0.0005650566308759153,0.00013950892857142856,0.0,0.8860551714897156
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (424).jpg,480,360,1.3333333333333333,0.5606126189231873,0.6376566886901855,0.5619778633117676,0.6059930920600891,0.20415817201137543,0.3700573146343231,0.07636141777038574,0.0008891819161362946,0.014488998724489796,0.0002192283163265306,0.7300230860710144
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (443).jpg,480,360,1.3333333333333333,0.6347710490226746,0.6872347593307495,0.7399631142616272,0.6775591373443604,0.10210072994232178,0.22399240732192993,-0.0001323223114013672,0.0008207242353819311,0.0005779655612244898,9.964923469387755e-05,0.9477306008338928
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (287).jpg,480,360,1.3333333333333333,0.7362932562828064,0.7394723892211914,0.7490465044975281,0.7396132946014404,0.13454055786132812,0.06973584741353989,-0.00319749116897583,0.0009657347109168768,0.018355389030612245,0.004962531887755102,0.9311754107475281
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (459).jpg,480,360,1.3333333333333333,0.6774673461914062,0.7441563606262207,0.7175257802009583,0.7211804986000061,0.22311799228191376,0.25507882237434387,0.04665982723236084,0.0007403701893053949,0.00922751913265306,0.0,0.8575013279914856
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (84).jpg,480,360,1.3333333333333333,0.7794191241264343,0.7745981216430664,0.7476109266281128,0.7729630470275879,0.16841647028923035,0.12261585146188736,0.011083126068115234,0.0005052684573456645,0.00701530612244898,0.0,0.9001927375793457
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (71).jpg,480,360,1.3333333333333333,0.7525096535682678,0.751666247844696,0.7509995102882385,0.7518424391746521,0.12765100598335266,0.0790119618177414,-8.83340835571289e-05,0.00038980066892690957,0.003826530612244898,0.00011957908163265306,0.907719075679779
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (348).jpg,480,360,1.3333333333333333,0.6412556767463684,0.6521626114845276,0.6291403770446777,0.6462768912315369,0.2037767469882965,0.24787573516368866,0.016964614391326904,0.0006479842122644186,0.03649154974489796,0.009925063775510204,0.7512311339378357
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (6).jpg,480,360,1.3333333333333333,0.7336817979812622,0.7308332324028015,0.7014114856719971,0.7283309698104858,0.14272992312908173,0.0985349714756012,0.013286590576171875,0.0006771429907530546,0.001295440051020408,3.985969387755102e-05,0.8981977105140686
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (266).jpg,480,360,1.3333333333333333,0.7599812746047974,0.766968846321106,0.7667114734649658,0.7648501992225647,0.12181545794010162,0.08533445000648499,0.0036224722862243652,0.0007992928731255233,0.00332828443877551,0.00015943877551020407,0.9283539056777954
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (215).jpg,480,360,1.3333333333333333,0.7658012509346008,0.7649196982383728,0.7610086798667908,0.7647374272346497,0.15346118807792664,0.10636050254106522,0.001514732837677002,0.0012706860434263945,0.009446747448979591,0.0016940369897959183,0.8882373571395874
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (317).jpg,480,360,1.3333333333333333,0.7451547384262085,0.7398673892021179,0.753431499004364,0.7429946660995483,0.17485013604164124,0.1568707972764969,-0.009425699710845947,0.0008986463071778417,0.010283801020408163,0.0006776147959183673,0.8583386540412903
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (380).jpg,480,360,1.3333333333333333,0.595805823802948,0.6562761664390564,0.6471213698387146,0.6371518969535828,0.18001887202262878,0.29975321888923645,0.0348125696182251,0.0007041031494736671,0.01207748724489796,0.005719866071428571,0.8059902787208557
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (303).jpg,480,360,1.3333333333333333,0.7354381084442139,0.7400944828987122,0.7460201978683472,0.7393776774406433,0.10105591267347336,0.07413239032030106,-0.0006346702575683594,0.0006588156684301794,0.0012755102040816326,0.0,0.8926753997802734
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (393).jpg,480,360,1.3333333333333333,0.6174497008323669,0.6582205891609192,0.6158563494682312,0.6412005424499512,0.16908806562423706,0.2674817740917206,0.04156756401062012,0.0007611647015437484,0.020348373724489797,0.007932079081632654,0.7887968420982361
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (123).jpg,480,360,1.3333333333333333,0.6437394022941589,0.6796351671218872,0.6448940634727478,0.6649418473243713,0.1716872602701187,0.2144249826669693,0.03531843423843384,0.0005184222827665508,0.011698820153061224,9.964923469387755e-05,0.842147946357727
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (415).jpg,480,360,1.3333333333333333,0.6726279854774475,0.6956620216369629,0.6178434491157532,0.679903507232666,0.14567849040031433,0.2527749836444855,0.05042630434036255,0.00027945570764131844,0.007533482142857143,0.0031887755102040817,0.7856425642967224
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (115).jpg,480,360,1.3333333333333333,0.6973785161972046,0.7240765690803528,0.6805986762046814,0.7111373543739319,0.1768987476825714,0.17493344843387604,0.03508800268173218,0.0008465137216262519,0.002331792091836735,0.0003587372448979592,0.8968771696090698
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (19).jpg,480,360,1.3333333333333333,0.7364723086357117,0.741066038608551,0.7246249318122864,0.73781818151474,0.13877654075622559,0.10982158035039902,0.010517418384552002,0.0006225170218385756,0.001096141581632653,0.0,0.9296913743019104
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (318).jpg,480,360,1.3333333333333333,0.6916530132293701,0.6825950741767883,0.6940879225730896,0.6866135597229004,0.16711215674877167,0.18165187537670135,-0.010275423526763916,0.0010800795862451196,0.01407047193877551,0.0015146683673469387,0.8238755464553833
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (134).jpg,480,360,1.3333333333333333,0.6703919172286987,0.7280146479606628,0.6633209586143494,0.7034103870391846,0.16898508369922638,0.2607748210430145,0.06115823984146118,0.0004357646976131946,0.0005580357142857143,9.964923469387755e-05,0.9271607995033264
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (437).jpg,480,360,1.3333333333333333,0.6705633401870728,0.701263427734375,0.7014045715332031,0.6921002268791199,0.13504299521446228,0.21650955080986023,0.01527947187423706,0.0005083241849206388,0.008490114795918368,0.0013751594387755102,0.9098501205444336
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (212).jpg,480,360,1.3333333333333333,0.7395907044410706,0.7534430623054504,0.7588319778442383,0.7499155402183533,0.1448407620191574,0.14041130244731903,0.004231750965118408,0.0006865512114018202,0.0,0.0,0.834119439125061
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (446).jpg,480,360,1.3333333333333333,0.676560640335083,0.7089921832084656,0.7185661792755127,0.7003865242004395,0.12726673483848572,0.22378313541412354,0.011428773403167725,0.0015895005781203508,0.0010363520408163266,0.0001992984693877551,0.9423199892044067
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (190).jpg,480,360,1.3333333333333333,0.7578873038291931,0.7605237364768982,0.7145205736160278,0.7544910907745361,0.18110878765583038,0.14997172355651855,0.024319827556610107,0.0007965702097862959,0.00958625637755102,0.0022520727040816328,0.9729041457176208
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (232).jpg,480,360,1.3333333333333333,0.7261009812355042,0.7341242432594299,0.7434017658233643,0.7327829599380493,0.15173262357711792,0.14741015434265137,-0.0006271004676818848,0.0004032016440760344,0.00025908801020408165,0.0,0.9170613884925842
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (432).jpg,480,360,1.3333333333333333,0.6368085145950317,0.7224978804588318,0.7595580220222473,0.7011016607284546,0.14204642176628113,0.28758150339126587,0.024314582347869873,0.0004191207408439368,0.0025111607142857145,0.0006975446428571429,0.9708002209663391
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (182).jpg,480,360,1.3333333333333333,0.5907763838768005,0.6560323238372803,0.6026425957679749,0.6304343938827515,0.2430325150489807,0.3328102231025696,0.05932283401489258,0.0008845217525959015,0.05307318239795918,0.00025908801020408165,0.858299195766449
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (357).jpg,480,360,1.3333333333333333,0.4969159662723541,0.6160901188850403,0.6237788796424866,0.581333577632904,0.18172164261341095,0.3653060495853424,0.05574268102645874,0.0004906760877929628,0.023816167091836735,0.0010363520408163266,0.9356993436813354
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (41).jpg,480,360,1.3333333333333333,0.754426896572113,0.7544904947280884,0.7475385069847107,0.7536789178848267,0.1663232147693634,0.14047977328300476,0.0035077929496765137,0.000906153058167547,0.004524075255102041,0.0005779655612244898,0.8897143006324768
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (163).jpg,480,360,1.3333333333333333,0.7267680764198303,0.7486066222190857,0.7018241882324219,0.736743688583374,0.17800378799438477,0.173098623752594,0.03431051969528198,0.0007066919351927936,0.0004982461734693878,3.985969387755102e-05,0.9589909315109253
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (54).jpg,480,360,1.3333333333333333,0.7326166033744812,0.7304583787918091,0.6914461255073547,0.7266562581062317,0.16176535189151764,0.13612109422683716,0.018427014350891113,0.0007847007946111262,0.0030891262755102043,0.00013950892857142856,0.8774760365486145
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (438).jpg,480,360,1.3333333333333333,0.6362828016281128,0.6936416029930115,0.7279635071754456,0.6804040670394897,0.15466013550758362,0.25592246651649475,0.011518418788909912,0.00046822489821352065,0.01508689413265306,0.003128985969387755,0.9717385768890381
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (208).jpg,480,360,1.3333333333333333,0.6798784136772156,0.726472020149231,0.7580423355102539,0.7161396741867065,0.11707985401153564,0.17137952148914337,0.007511615753173828,0.000584529188927263,0.0,0.0,0.9070389270782471
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (18).jpg,480,360,1.3333333333333333,0.7066715955734253,0.6963033676147461,0.6613271832466125,0.6954162120819092,0.14601638913154602,0.12533923983573914,0.012303948402404785,0.0004927744739688933,0.002570950255102041,0.0006975446428571429,0.8723887205123901
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (472).jpg,480,360,1.3333333333333333,0.6801176071166992,0.744775652885437,0.7841395139694214,0.7299303412437439,0.0794387012720108,0.21966898441314697,0.012647092342376709,0.0005290672415867448,0.001953125,0.0006776147959183673,0.9424728751182556
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (91).jpg,480,360,1.3333333333333333,0.7756299376487732,0.7592538595199585,0.7005929946899414,0.7574629783630371,0.19089214503765106,0.1663476824760437,0.02114236354827881,0.0005569643690250814,0.007334183673469388,0.0001793686224489796,0.9471027255058289
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (25).jpg,480,360,1.3333333333333333,0.7660499811172485,0.7647221684455872,0.7116403579711914,0.7590678334236145,0.17944276332855225,0.162020742893219,0.025876998901367188,0.0007969370926730335,0.01012436224489796,0.0022520727040816328,0.9311564564704895
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (474).jpg,480,360,1.3333333333333333,0.5908706784248352,0.6263462901115417,0.6435734629631042,0.6177029609680176,0.15578334033489227,0.22917784750461578,0.009124219417572021,0.0008155475952662528,0.00665656887755102,0.0012356505102040817,0.7982940673828125
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (52).jpg,480,360,1.3333333333333333,0.7524257302284241,0.7486096024513245,0.7055978775024414,0.744847297668457,0.18032187223434448,0.13391083478927612,0.01959782838821411,0.0006713210605084896,0.006915656887755102,0.0003985969387755102,0.9422247409820557
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (248).jpg,480,360,1.3333333333333333,0.748975932598114,0.7423632740974426,0.7340860366821289,0.7433969378471375,0.12682287395000458,0.07724786549806595,0.0008322596549987793,0.0010878224857151508,0.005799585459183673,0.000817123724489796,0.9309385418891907
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (116).jpg,480,360,1.3333333333333333,0.7071785926818848,0.7340579032897949,0.6919415593147278,0.7212197184562683,0.17122387886047363,0.1768542379140854,0.034497857093811035,0.0008994977688416839,0.0016940369897959183,0.00025908801020408165,0.9069038033485413
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (417).jpg,480,360,1.3333333333333333,0.59641432762146,0.6535613536834717,0.6531994938850403,0.6364331841468811,0.15937991440296173,0.27908244729042053,0.028754472732543945,0.0003530843823682517,0.0034677933673469387,0.0009765625,0.8507351279258728
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (310).jpg,480,360,1.3333333333333333,0.6570032238960266,0.6665154099464417,0.6578760147094727,0.6626864075660706,0.18067049980163574,0.17542068660259247,0.009075820446014404,0.0005524514126591384,0.023297991071428572,0.01128029336734694,0.9271605014801025
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (97).jpg,480,360,1.3333333333333333,0.676480770111084,0.6705470681190491,0.6293432116508484,0.6676239967346191,0.19069382548332214,0.1769745945930481,0.017635047435760498,0.00064467778429389,0.005161830357142857,0.0,0.8502344489097595
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (200).jpg,480,360,1.3333333333333333,0.7019488215446472,0.7360148429870605,0.7541284561157227,0.7278940677642822,0.1303253471851349,0.15095894038677216,0.007976174354553223,0.0005638525472022593,0.00029894770408163266,0.0,0.9409960508346558
internal,mango anthracnose,multiple leaf dataset/mango leaf/mango anthracnose/mango anthracnose (307).jpg,480,360,1.3333333333333333,0.6641328930854797,0.6813758015632629,0.6300898194313049,0.6703735589981079,0.17274414002895355,0.2305399775505066,0.034264445304870605,0.0006700882222503424,0.0037468112244897957,0.0001793686224489796,0.9350079298019409
